drug	protein	y
CHEMBL1970340	Q16513	11.2
CHEMBL1970340	Q16620	10.8
CHEMBL1970340	Q16644	11.1
CHEMBL1970340	Q7KZI7	11.2
CHEMBL1970340	Q8IU85	10.3
CHEMBL1970340	Q96GD4	11.5
CHEMBL1970340	Q96KB5	11.1
CHEMBL1970340	Q96SB4	11.2
CHEMBL1970340	Q9H2G2	11.1
CHEMBL1970340	Q9H2X6	11.6
CHEMBL1970340	Q9H4B4	11.2
CHEMBL1970340	Q9HAZ1	12
CHEMBL1970340	Q9HBH9	12.1
CHEMBL1970340	Q9HCP0	11.3
CHEMBL1970340	Q9NYL2	11.2
CHEMBL1970340	Q9P1W9	11.9
CHEMBL1970340	Q9UM73	11.3
CHEMBL1970340	Q9UQM7	10.4
CHEMBL1970340	Q9Y6M4	11.3
CHEMBL1970522	O00311	13.2
CHEMBL1970522	O00444	11.8
CHEMBL1970522	O14757	11.2
CHEMBL1970522	O14920	11.6
CHEMBL1970522	O14965	11.6
CHEMBL1970522	O15075	11.1
CHEMBL1970522	O15111	11.5
CHEMBL1970522	O15264	11.2
CHEMBL1970522	O15530	11.5
CHEMBL1970522	O43293	13.9
CHEMBL1970522	O43781	12.3
CHEMBL1970522	O60674	11.9
CHEMBL1970522	O75116	11.2
CHEMBL1970522	O75582	11.8
CHEMBL1970522	O95819	12.1
CHEMBL1970522	O96013	11.4
CHEMBL1970522	O96017	11.6
CHEMBL1970522	P00519	12.3
CHEMBL1970522	P00533	12.8
CHEMBL1970522	P04626	11.9
CHEMBL1970522	P04629	11.7
CHEMBL1970522	P06213	11.4
CHEMBL1970522	P06239	11.7
CHEMBL1970522	P06241	12.2
CHEMBL1970522	P06493	11.3
CHEMBL1970522	P07332	11.8
CHEMBL1970522	P07333	11.9
CHEMBL1970522	P07948	11.9
CHEMBL1970522	P07949	12
CHEMBL1970522	P08069	12.1
CHEMBL1970522	P08581	11.6
CHEMBL1970522	P08922	11.8
CHEMBL1970522	P10721	12
CHEMBL1970522	P11309	12.9
CHEMBL1970522	P11362	11.4
CHEMBL1970522	P12931	11.8
CHEMBL1970522	P15735	12.2
CHEMBL1970522	P17612	11.2
CHEMBL1970522	P17948	12.5
CHEMBL1970522	P22607	11.8
CHEMBL1970522	P23443	11.8
CHEMBL1970522	P24941	11.2
CHEMBL1970522	P27448	11.3
CHEMBL1970522	P28482	11.2
CHEMBL1970522	P29317	11.2
CHEMBL1970522	P29597	11.8
CHEMBL1970522	P30530	11.8
CHEMBL1970522	P31749	11.2
CHEMBL1970522	P31751	11.2
CHEMBL1970522	P35968	11.2
CHEMBL1970522	P36888	12.2
CHEMBL1970522	P43405	11.9
CHEMBL1970522	P45983	11.6
CHEMBL1970522	P45984	11.6
CHEMBL1970522	P48729	11.3
CHEMBL1970522	P48730	12.1
CHEMBL1970522	P49137	11.2
CHEMBL1970522	P49760	12.4
CHEMBL1970522	P49841	11.3
CHEMBL1970522	P51617	11.8
CHEMBL1970522	P51812	11.2
CHEMBL1970522	P51955	11.1
CHEMBL1970522	P52333	11.9
CHEMBL1970522	P53350	11.2
CHEMBL1970522	P53667	11.1
CHEMBL1970522	P53778	11.3
CHEMBL1970522	P68400	13.6
CHEMBL1970522	P78368	12.3
CHEMBL1970522	Q00535	11.1
CHEMBL1970522	Q05397	11.9
CHEMBL1970522	Q06187	12
CHEMBL1970522	Q08881	11.9
CHEMBL1970522	Q13131	11.3
CHEMBL1970522	Q13153	11.1
CHEMBL1970522	Q13188	11.2
CHEMBL1970522	Q13464	11.3
CHEMBL1970522	Q13554	11.5
CHEMBL1970522	Q13555	11.8
CHEMBL1970522	Q13557	11.8
CHEMBL1970522	Q13627	13.7
CHEMBL1970522	Q13882	11.7
CHEMBL1970522	Q13976	11.8
CHEMBL1970522	Q14012	11.8
CHEMBL1970522	Q14289	11.9
CHEMBL1970522	Q14680	11.9
CHEMBL1970522	Q15303	11.5
CHEMBL1970522	Q16288	12
CHEMBL1970522	Q16513	11.2
CHEMBL1970522	Q16620	11.4
CHEMBL1970522	Q16644	11.1
CHEMBL1970522	Q7KZI7	11.2
CHEMBL1970522	Q96GD4	11.6
CHEMBL1970522	Q96KB5	11.7
CHEMBL1970522	Q96SB4	11.3
CHEMBL1970522	Q9H2G2	11.1
CHEMBL1970522	Q9H2X6	11.9
CHEMBL1970522	Q9H4B4	11.5
CHEMBL1970522	Q9HAZ1	13.6
CHEMBL1970522	Q9HBH9	11.9
CHEMBL1970522	Q9HCP0	11.7
CHEMBL1970522	Q9NWZ3	11.4
CHEMBL1970522	Q9NYL2	11.2
CHEMBL1970522	Q9P1W9	12.9
CHEMBL1970522	Q9UM73	12
CHEMBL1970522	Q9Y6M4	11.7
CHEMBL1970709	O00311	12
CHEMBL1970709	O00444	11.5
CHEMBL1970709	O14757	11.2
CHEMBL1970709	O14965	11.9
CHEMBL1970709	O15075	11.1
CHEMBL1970709	O15264	11.2
CHEMBL1970709	O15530	11.5
CHEMBL1970709	O43293	12
CHEMBL1970709	O43781	11.3
CHEMBL1970709	O60674	11.9
CHEMBL1970709	O75116	13.1
CHEMBL1970709	O75582	13.4
CHEMBL1970709	O95819	11.1
CHEMBL1970709	O96013	11.4
CHEMBL1970709	O96017	11.9
CHEMBL1970709	P00519	12.3
CHEMBL1970709	P00533	11.8
CHEMBL1970709	P04626	11.9
CHEMBL1970709	P04629	11.7
CHEMBL1970709	P06213	11.4
CHEMBL1970709	P06239	11.7
CHEMBL1970709	P06241	12.2
CHEMBL1970709	P06493	11.2
CHEMBL1970709	P07332	11.8
CHEMBL1970709	P07333	11.7
CHEMBL1970709	P07948	11.9
CHEMBL1970709	P07949	12
CHEMBL1970709	P08069	11.8
CHEMBL1970709	P08581	11.6
CHEMBL1970709	P08922	11.8
CHEMBL1970709	P10721	12
CHEMBL1970709	P11309	11.1
CHEMBL1970709	P11362	11.4
CHEMBL1970709	P12931	11.8
CHEMBL1970709	P15735	11.4
CHEMBL1970709	P17612	12.6
CHEMBL1970709	P17948	12.5
CHEMBL1970709	P22607	11.8
CHEMBL1970709	P23443	13.4
CHEMBL1970709	P24941	11.2
CHEMBL1970709	P27448	11.3
CHEMBL1970709	P28482	11.2
CHEMBL1970709	P29317	11.6
CHEMBL1970709	P29597	11.8
CHEMBL1970709	P30530	11.8
CHEMBL1970709	P31749	11.2
CHEMBL1970709	P31751	11.2
CHEMBL1970709	P35968	11.2
CHEMBL1970709	P36888	11.7
CHEMBL1970709	P41743	11.4
CHEMBL1970709	P43405	11.9
CHEMBL1970709	P45983	11.6
CHEMBL1970709	P45984	11.5
CHEMBL1970709	P48729	11.3
CHEMBL1970709	P48730	11.2
CHEMBL1970709	P49137	11.2
CHEMBL1970709	P49760	11.3
CHEMBL1970709	P49841	11.3
CHEMBL1970709	P51617	11.2
CHEMBL1970709	P51812	11.2
CHEMBL1970709	P51955	11.1
CHEMBL1970709	P52333	11.9
CHEMBL1970709	P53350	11.2
CHEMBL1970709	P53667	11.1
CHEMBL1970709	P53778	11.3
CHEMBL1970709	P68400	11.3
CHEMBL1970709	P78368	11.2
CHEMBL1970709	Q00535	11.1
CHEMBL1970709	Q05397	11.9
CHEMBL1970709	Q06187	12
CHEMBL1970709	Q08881	11.9
CHEMBL1970709	Q13131	11.9
CHEMBL1970709	Q13153	11.1
CHEMBL1970709	Q13188	11.2
CHEMBL1970709	Q13464	12.5
CHEMBL1970709	Q13554	11.2
CHEMBL1970709	Q13555	11.3
CHEMBL1970709	Q13557	11.3
CHEMBL1970709	Q13627	11.3
CHEMBL1970709	Q13976	11.8
CHEMBL1970709	Q14012	11.4
CHEMBL1970709	Q14289	11.9
CHEMBL1970709	Q14680	11.9
CHEMBL1970709	Q15303	11.5
CHEMBL1970709	Q16288	12
CHEMBL1970709	Q16513	11.2
CHEMBL1970709	Q16620	11.4
CHEMBL1970709	Q16644	11.1
CHEMBL1970709	Q7KZI7	11.2
CHEMBL1970709	Q96GD4	11.3
CHEMBL1970709	Q96KB5	11.1
CHEMBL1970709	Q96SB4	11.2
CHEMBL1970709	Q9H2G2	11.1
CHEMBL1970709	Q9H2X6	11.6
CHEMBL1970709	Q9H4B4	11.2
CHEMBL1970709	Q9HAZ1	12.1
CHEMBL1970709	Q9HBH9	11.1
CHEMBL1970709	Q9HCP0	11.3
CHEMBL1970709	Q9NYL2	11.2
CHEMBL1970709	Q9P1W9	11.9
CHEMBL1970709	Q9Y6M4	11.3
CHEMBL1970903	O00311	14
CHEMBL1970903	O00444	11.5
CHEMBL1970903	O14757	11.2
CHEMBL1970903	O14920	11.6
CHEMBL1970903	O14965	11.9
CHEMBL1970903	O15075	11.3
CHEMBL1970903	O15111	12.6
CHEMBL1970903	O15264	11.9
CHEMBL1970903	O15530	11.9
CHEMBL1970903	O43293	13.1
CHEMBL1970903	O43781	12.2
CHEMBL1970903	O60674	11.9
CHEMBL1970903	O75116	14.2002
CHEMBL1970903	O75582	15.2002
CHEMBL1970903	O95819	13.4
CHEMBL1970903	O96013	11.9
CHEMBL1970903	O96017	12.4
CHEMBL1970903	P00519	12.3
CHEMBL1970903	P00533	11.8
CHEMBL1970903	P04626	11.9
CHEMBL1970903	P04629	11.7
CHEMBL1970903	P06213	11.5
CHEMBL1970903	P06239	11.7
CHEMBL1970903	P06241	12.2
CHEMBL1970903	P06493	13.4
CHEMBL1970903	P07332	11.8
CHEMBL1970903	P07333	11.7
CHEMBL1970903	P07948	11.9
CHEMBL1970903	P07949	12
CHEMBL1970903	P08069	11.8
CHEMBL1970903	P08581	11.6
CHEMBL1970903	P08922	12.2
CHEMBL1970903	P10721	12
CHEMBL1970903	P11309	14.2002
CHEMBL1970903	P11362	11.6
CHEMBL1970903	P12931	11.8
CHEMBL1970903	P15735	12.1
CHEMBL1970903	P17612	14.4002
CHEMBL1970903	P17948	12.5
CHEMBL1970903	P22607	11.8
CHEMBL1970903	P24941	13.4
CHEMBL1970903	P27448	12.5
CHEMBL1970903	P28482	12.6
CHEMBL1970903	P29317	11.6
CHEMBL1970903	P29597	11.8
CHEMBL1970903	P30530	12.2
CHEMBL1970903	P35968	11.5
CHEMBL1970903	P36888	12.6
CHEMBL1970903	P43405	11.9
CHEMBL1970903	P45983	11.9
CHEMBL1970903	P45984	11.8
CHEMBL1970903	P48729	11.7
CHEMBL1970903	P48730	12.6
CHEMBL1970903	P49137	11.7
CHEMBL1970903	P49760	14.6003
CHEMBL1970903	P49841	14.1
CHEMBL1970903	P51617	12.7
CHEMBL1970903	P51812	14.2002
CHEMBL1970903	P51955	11.1
CHEMBL1970903	P52333	12.6
CHEMBL1970903	P53350	11.2
CHEMBL1970903	P53667	12.2
CHEMBL1970903	P53778	12.1
CHEMBL1970903	P68400	11.3
CHEMBL1970903	P78368	12.3
CHEMBL1970903	Q00535	13.3
CHEMBL1970903	Q05397	11.9
CHEMBL1970903	Q06187	12
CHEMBL1970903	Q08881	11.9
CHEMBL1970903	Q13131	12.9
CHEMBL1970903	Q13153	12
CHEMBL1970903	Q13188	13.4
CHEMBL1970903	Q13464	14.2002
CHEMBL1970903	Q13554	13.1
CHEMBL1970903	Q13555	14
CHEMBL1970903	Q13557	13.9
CHEMBL1970903	Q13882	11.7
CHEMBL1970903	Q13976	12.7
CHEMBL1970903	Q14012	11.2
CHEMBL1970903	Q14289	11.9
CHEMBL1970903	Q14680	12.6
CHEMBL1970903	Q15303	11.5
CHEMBL1970903	Q16288	12.3
CHEMBL1970903	Q16513	14.4002
CHEMBL1970903	Q16620	11.4
CHEMBL1970903	Q16644	11.1
CHEMBL1970903	Q7KZI7	12.9
CHEMBL1970903	Q96GD4	12.3
CHEMBL1970903	Q96KB5	12.1
CHEMBL1970903	Q96SB4	12
CHEMBL1970903	Q9H2G2	11.1
CHEMBL1970903	Q9H2X6	13.2
CHEMBL1970903	Q9H4B4	11.2
CHEMBL1970903	Q9HBH9	11.5
CHEMBL1970903	Q9HCP0	13.5
CHEMBL1970903	Q9NWZ3	12.2
CHEMBL1970903	Q9NYL2	11.2
CHEMBL1970903	Q9P1W9	14.3
CHEMBL1970903	Q9UM73	12
CHEMBL1970903	Q9Y6M4	13.1
CHEMBL1970913	O00311	12
CHEMBL1970913	O00444	11.5
CHEMBL1970913	O14757	11.2
CHEMBL1970913	O14920	11.6
CHEMBL1970913	O14965	11.5
CHEMBL1970913	O15075	11.1
CHEMBL1970913	O15111	11.5
CHEMBL1970913	O15264	11.2
CHEMBL1970913	O15530	11.5
CHEMBL1970913	O43293	12
CHEMBL1970913	O43781	11.3
CHEMBL1970913	O60674	11.9
CHEMBL1970913	O75116	11.2
CHEMBL1970913	O75582	11.8
CHEMBL1970913	O95819	11.1
CHEMBL1970913	O96013	11.4
CHEMBL1970913	O96017	11.4
CHEMBL1970913	P00519	12.3
CHEMBL1970913	P00533	11.8
CHEMBL1970913	P04626	11.9
CHEMBL1970913	P04629	11.7
CHEMBL1970913	P06213	11.4
CHEMBL1970913	P06239	11.7
CHEMBL1970913	P06241	12.2
CHEMBL1970913	P06493	12.4
CHEMBL1970913	P07332	11.8
CHEMBL1970913	P07333	11.7
CHEMBL1970913	P07948	11.9
CHEMBL1970913	P07949	12
CHEMBL1970913	P08069	12.1
CHEMBL1970913	P08581	11.6
CHEMBL1970913	P08922	11.8
CHEMBL1970913	P10721	12
CHEMBL1970913	P11309	11.1
CHEMBL1970913	P11362	11.4
CHEMBL1970913	P12931	11.4
CHEMBL1970913	P15735	11.4
CHEMBL1970913	P17612	11.2
CHEMBL1970913	P22607	11.8
CHEMBL1970913	P23443	11.3
CHEMBL1970913	P24941	12.6
CHEMBL1970913	P27448	11.3
CHEMBL1970913	P28482	11.2
CHEMBL1970913	P29317	11.2
CHEMBL1970913	P29597	11.8
CHEMBL1970913	P30530	11.8
CHEMBL1970913	P31749	11.2
CHEMBL1970913	P31751	11.2
CHEMBL1970913	P35968	11.2
CHEMBL1970913	P36888	11.7
CHEMBL1970913	P43405	11.9
CHEMBL1970913	P45983	11.6
CHEMBL1970913	P45984	11.5
CHEMBL1970913	P48729	11.3
CHEMBL1970913	P48730	11.2
CHEMBL1970913	P49137	11.2
CHEMBL1970913	P49760	11.2
CHEMBL1970913	P49841	13
CHEMBL1970913	P51617	11.2
CHEMBL1970913	P51812	11.2
CHEMBL1970913	P51955	11.1
CHEMBL1970913	P52333	11.9
CHEMBL1970913	P53350	11.2
CHEMBL1970913	P53667	11.6
CHEMBL1970913	P53778	11.3
CHEMBL1970913	P68400	11.3
CHEMBL1970913	P78368	11.2
CHEMBL1970913	Q00535	12.1
CHEMBL1970913	Q05397	11.9
CHEMBL1970913	Q06187	12
CHEMBL1970913	Q08881	11.9
CHEMBL1970913	Q13131	11.3
CHEMBL1970913	Q13153	11.1
CHEMBL1970913	Q13188	11.2
CHEMBL1970913	Q13464	11.1
CHEMBL1970913	Q13554	11.2
CHEMBL1970913	Q13555	11.3
CHEMBL1970913	Q13557	11.3
CHEMBL1970913	Q13627	12.1
CHEMBL1970913	Q13882	11.7
CHEMBL1970913	Q13976	11.8
CHEMBL1970913	Q14012	11.3
CHEMBL1970913	Q14289	11.9
CHEMBL1970913	Q14680	11.9
CHEMBL1970913	Q15303	11.5
CHEMBL1970913	Q16288	12
CHEMBL1970913	Q16513	11.2
CHEMBL1970913	Q16620	11.4
CHEMBL1970913	Q16644	11.1
CHEMBL1970913	Q7KZI7	11.2
CHEMBL1970913	Q96GD4	11.3
CHEMBL1970913	Q96KB5	11.1
CHEMBL1970913	Q96SB4	11.2
CHEMBL1970913	Q9H2G2	11.1
CHEMBL1970913	Q9H2X6	11.6
CHEMBL1970913	Q9H4B4	11.2
CHEMBL1970913	Q9HAZ1	11.9
CHEMBL1970913	Q9HBH9	11.1
CHEMBL1970913	Q9HCP0	11.3
CHEMBL1970913	Q9NWZ3	11.1
CHEMBL1970913	Q9NYL2	11.2
CHEMBL1970913	Q9P1W9	11.9
CHEMBL1970913	Q9UM73	12
CHEMBL1970913	Q9Y6M4	11.3
CHEMBL1970950	O00311	13.6
CHEMBL1970950	O75116	11.2
CHEMBL1970950	O95819	12.3
CHEMBL1970950	P11309	11.8
CHEMBL1970950	P17612	11.2
CHEMBL1970950	P24941	11.2
CHEMBL1970950	P49841	12
CHEMBL1970950	Q9H2X6	11.6
CHEMBL1970950	Q9HAZ1	11.4
CHEMBL1970950	Q9HBH9	11.1
CHEMBL1970950	Q9NWZ3	11.1
CHEMBL1971021	O00311	12
CHEMBL1971021	O00444	12
CHEMBL1971021	O14757	11.2
CHEMBL1971021	O14965	11.9
CHEMBL1971021	O15075	11.1
CHEMBL1971021	O15264	11.2
CHEMBL1971021	O15530	11.5
CHEMBL1971021	O43293	12
CHEMBL1971021	O60674	11.9
CHEMBL1971021	O75116	13.5
CHEMBL1971021	O75582	11.8
CHEMBL1971021	O95819	11.1
CHEMBL1971021	O96013	11.4
CHEMBL1971021	O96017	11.9
CHEMBL1971021	P00519	12.3
CHEMBL1971021	P00533	11.8
CHEMBL1971021	P04626	11.9
CHEMBL1971021	P04629	13.2
CHEMBL1971021	P06213	11.4
CHEMBL1971021	P06239	11.7
CHEMBL1971021	P06241	12.2
CHEMBL1971021	P06493	11.2
CHEMBL1971021	P07333	11.7
CHEMBL1971021	P07948	11.9
CHEMBL1971021	P07949	12
CHEMBL1971021	P08069	11.8
CHEMBL1971021	P08581	12.6
CHEMBL1971021	P08922	12.5
CHEMBL1971021	P10721	12
CHEMBL1971021	P11309	11.1
CHEMBL1971021	P11362	11.4
CHEMBL1971021	P12931	11.8
CHEMBL1971021	P15735	11.4
CHEMBL1971021	P17612	11.2
CHEMBL1971021	P17948	12.5
CHEMBL1971021	P22607	11.8
CHEMBL1971021	P23443	12.1
CHEMBL1971021	P24941	11.2
CHEMBL1971021	P27448	11.3
CHEMBL1971021	P28482	11.2
CHEMBL1971021	P29317	12.5
CHEMBL1971021	P29597	11.8
CHEMBL1971021	P30530	13.9
CHEMBL1971021	P31749	11.2
CHEMBL1971021	P31751	11.2
CHEMBL1971021	P35968	11.6
CHEMBL1971021	P36888	12.5
CHEMBL1971021	P41743	11.4
CHEMBL1971021	P43405	11.9
CHEMBL1971021	P45983	11.6
CHEMBL1971021	P45984	11.6
CHEMBL1971021	P48729	11.3
CHEMBL1971021	P48730	11.2
CHEMBL1971021	P49137	11.2
CHEMBL1971021	P49760	11.2
CHEMBL1971021	P49841	11.3
CHEMBL1971021	P51617	11.4
CHEMBL1971021	P51812	11.2
CHEMBL1971021	P51955	11.1
CHEMBL1971021	P52333	11.9
CHEMBL1971021	P53778	11.3
CHEMBL1971021	P68400	11.3
CHEMBL1971021	P78368	11.2
CHEMBL1971021	Q00535	11.1
CHEMBL1971021	Q05397	11.9
CHEMBL1971021	Q06187	12
CHEMBL1971021	Q08881	11.9
CHEMBL1971021	Q13131	11.9
CHEMBL1971021	Q13153	11.1
CHEMBL1971021	Q13188	11.2
CHEMBL1971021	Q13464	12.3
CHEMBL1971021	Q13554	11.2
CHEMBL1971021	Q13555	11.3
CHEMBL1971021	Q13557	11.3
CHEMBL1971021	Q13627	11.3
CHEMBL1971021	Q13976	11.8
CHEMBL1971021	Q14012	11.4
CHEMBL1971021	Q14289	11.9
CHEMBL1971021	Q14680	11.9
CHEMBL1971021	Q15303	11.5
CHEMBL1971021	Q16288	12
CHEMBL1971021	Q16513	11.2
CHEMBL1971021	Q16620	13
CHEMBL1971021	Q16644	11.1
CHEMBL1971021	Q7KZI7	11.2
CHEMBL1971021	Q96GD4	11.5
CHEMBL1971021	Q96SB4	11.6
CHEMBL1971021	Q9H2G2	11.1
CHEMBL1971021	Q9H2X6	11.6
CHEMBL1971021	Q9HAZ1	11.1
CHEMBL1971021	Q9HBH9	11.1
CHEMBL1971021	Q9HCP0	11.3
CHEMBL1971021	Q9NWZ3	11.1
CHEMBL1971021	Q9NYL2	11.2
CHEMBL1971021	Q9P1W9	11.9
CHEMBL1971021	Q9UM73	13
CHEMBL1971021	Q9Y6M4	11.3
CHEMBL1971029	O00311	12.4
CHEMBL1971029	O00444	14
CHEMBL1971029	O14757	12.2
CHEMBL1971029	O14920	11.6
CHEMBL1971029	O14965	13.8001
CHEMBL1971029	O15075	12.6
CHEMBL1971029	O15111	11.5
CHEMBL1971029	O15264	11.2
CHEMBL1971029	O15530	12.9
CHEMBL1971029	O43293	12.3
CHEMBL1971029	O43781	11.3
CHEMBL1971029	O60674	14.4002
CHEMBL1971029	O75116	11.8
CHEMBL1971029	O75582	11.8
CHEMBL1971029	O95819	13.9
CHEMBL1971029	O96013	13.8001
CHEMBL1971029	O96017	12.7
CHEMBL1971029	P00519	12.3
CHEMBL1971029	P00533	13.1
CHEMBL1971029	P04626	12.7
CHEMBL1971029	P04629	12.9
CHEMBL1971029	P06239	13.1
CHEMBL1971029	P06241	13.7
CHEMBL1971029	P06493	13.5
CHEMBL1971029	P07333	12.9
CHEMBL1971029	P07948	13.1
CHEMBL1971029	P07949	13.8001
CHEMBL1971029	P08069	14.3
CHEMBL1971029	P08581	12.4
CHEMBL1971029	P10721	13.2
CHEMBL1971029	P11309	11.1
CHEMBL1971029	P11362	13.3
CHEMBL1971029	P12931	13.2
CHEMBL1971029	P15735	11.4
CHEMBL1971029	P17612	12
CHEMBL1971029	P17948	13.1
CHEMBL1971029	P22607	13.2
CHEMBL1971029	P23443	11.3
CHEMBL1971029	P24941	13.1
CHEMBL1971029	P27448	13.6
CHEMBL1971029	P28482	13
CHEMBL1971029	P29317	12
CHEMBL1971029	P29597	13.2
CHEMBL1971029	P30530	13.3
CHEMBL1971029	P31749	11.2
CHEMBL1971029	P31751	11.2
CHEMBL1971029	P35968	12.9
CHEMBL1971029	P36888	14.2002
CHEMBL1971029	P45983	12.6
CHEMBL1971029	P45984	12.2
CHEMBL1971029	P48729	11.3
CHEMBL1971029	P48730	11.2
CHEMBL1971029	P49137	11.2
CHEMBL1971029	P49760	13.8001
CHEMBL1971029	P49841	11.6
CHEMBL1971029	P51617	13.6
CHEMBL1971029	P51812	12.5
CHEMBL1971029	P51955	11.1
CHEMBL1971029	P52333	14
CHEMBL1971029	P53350	12.6
CHEMBL1971029	P53667	11.9
CHEMBL1971029	P53778	11.3
CHEMBL1971029	P68400	11.8
CHEMBL1971029	P78368	11.2
CHEMBL1971029	Q00535	13.3
CHEMBL1971029	Q05397	14.7003
CHEMBL1971029	Q08881	13.3
CHEMBL1971029	Q13131	13.1
CHEMBL1971029	Q13153	12.1
CHEMBL1971029	Q13188	14.1
CHEMBL1971029	Q13464	12.1
CHEMBL1971029	Q13627	12.4
CHEMBL1971029	Q13882	12.5
CHEMBL1971029	Q13976	11.8
CHEMBL1971029	Q14012	12.7
CHEMBL1971029	Q14289	14.9013
CHEMBL1971029	Q14680	11.9
CHEMBL1971029	Q15303	12
CHEMBL1971029	Q16513	12.9
CHEMBL1971029	Q16620	12.7
CHEMBL1971029	Q16644	11.1
CHEMBL1971029	Q7KZI7	13.9
CHEMBL1971029	Q96GD4	13.3
CHEMBL1971029	Q96KB5	11.1
CHEMBL1971029	Q96SB4	12.8
CHEMBL1971029	Q9H2G2	14.3
CHEMBL1971029	Q9H2X6	11.8
CHEMBL1971029	Q9H4B4	11.9
CHEMBL1971029	Q9HAZ1	13.7
CHEMBL1971029	Q9HBH9	12.5
CHEMBL1971029	Q9NWZ3	13.3
CHEMBL1971029	Q9NYL2	11.2
CHEMBL1971029	Q9P1W9	11.9
CHEMBL1971029	Q9UM73	14.9013
CHEMBL1971141	O00311	12
CHEMBL1971141	O00444	11.5
CHEMBL1971141	O14757	11.2
CHEMBL1971141	O14965	11.9
CHEMBL1971141	O15075	11.1
CHEMBL1971141	O15264	11.2
CHEMBL1971141	O15530	11.5
CHEMBL1971141	O43293	12
CHEMBL1971141	O43781	11.3
CHEMBL1971141	O60674	11.9
CHEMBL1971141	O75116	11.2
CHEMBL1971141	O75582	11.8
CHEMBL1971141	O95819	11.1
CHEMBL1971141	O96013	11.4
CHEMBL1971141	O96017	11.9
CHEMBL1971141	P00519	12.3
CHEMBL1971141	P00533	11.8
CHEMBL1971141	P04626	11.9
CHEMBL1971141	P04629	11.7
CHEMBL1971141	P06213	11.4
CHEMBL1971141	P06239	11.7
CHEMBL1971141	P06241	12.2
CHEMBL1971141	P06493	11.2
CHEMBL1971141	P07332	11.8
CHEMBL1971141	P07333	12.5
CHEMBL1971141	P07948	11.9
CHEMBL1971141	P07949	12
CHEMBL1971141	P08069	11.8
CHEMBL1971141	P08581	11.6
CHEMBL1971141	P08922	11.8
CHEMBL1971141	P10721	12
CHEMBL1971141	P11309	11.1
CHEMBL1971141	P11362	11.4
CHEMBL1971141	P12931	11.8
CHEMBL1971141	P15735	11.4
CHEMBL1971141	P17612	11.2
CHEMBL1971141	P17948	12.9
CHEMBL1971141	P22607	11.8
CHEMBL1971141	P23443	11.3
CHEMBL1971141	P24941	11.2
CHEMBL1971141	P27448	11.3
CHEMBL1971141	P28482	11.2
CHEMBL1971141	P29317	11.6
CHEMBL1971141	P29597	11.8
CHEMBL1971141	P30530	11.8
CHEMBL1971141	P31749	11.2
CHEMBL1971141	P31751	11.2
CHEMBL1971141	P36888	14.1
CHEMBL1971141	P41743	11.4
CHEMBL1971141	P43405	11.9
CHEMBL1971141	P45984	11.5
CHEMBL1971141	P48729	11.3
CHEMBL1971141	P48730	11.2
CHEMBL1971141	P49137	11.2
CHEMBL1971141	P49760	11.2
CHEMBL1971141	P49841	11.3
CHEMBL1971141	P51617	11.2
CHEMBL1971141	P51812	11.2
CHEMBL1971141	P51955	11.1
CHEMBL1971141	P52333	11.9
CHEMBL1971141	P53350	11.2
CHEMBL1971141	P53778	11.3
CHEMBL1971141	P68400	11.3
CHEMBL1971141	P78368	11.2
CHEMBL1971141	Q00535	11.1
CHEMBL1971141	Q05397	11.9
CHEMBL1971141	Q06187	12
CHEMBL1971141	Q08881	11.9
CHEMBL1971141	Q13131	11.9
CHEMBL1971141	Q13153	11.1
CHEMBL1971141	Q13188	11.2
CHEMBL1971141	Q13464	11.1
CHEMBL1971141	Q13554	11.2
CHEMBL1971141	Q13555	11.3
CHEMBL1971141	Q13557	11.3
CHEMBL1971141	Q13627	11.3
CHEMBL1971141	Q13882	11.7
CHEMBL1971141	Q13976	11.8
CHEMBL1971141	Q14012	11.4
CHEMBL1971141	Q14289	11.9
CHEMBL1971141	Q14680	11.9
CHEMBL1971141	Q15303	11.5
CHEMBL1971141	Q16288	12
CHEMBL1971141	Q16513	11.2
CHEMBL1971141	Q16620	11.4
CHEMBL1971141	Q16644	11.1
CHEMBL1971141	Q7KZI7	11.2
CHEMBL1971141	Q96GD4	11.3
CHEMBL1971141	Q96KB5	11.1
CHEMBL1971141	Q96SB4	11.2
CHEMBL1971141	Q9H2G2	11.1
CHEMBL1971141	Q9H2X6	11.6
CHEMBL1971141	Q9H4B4	11.2
CHEMBL1971141	Q9HAZ1	11.1
CHEMBL1971141	Q9HBH9	11.1
CHEMBL1971141	Q9HCP0	11.3
CHEMBL1971141	Q9NWZ3	11.1
CHEMBL1971141	Q9NYL2	11.2
CHEMBL1971141	Q9P1W9	11.9
CHEMBL1971141	Q9UM73	12
CHEMBL1971141	Q9Y6M4	11.3
CHEMBL1971149	O00311	12
CHEMBL1971149	O00444	11.5
CHEMBL1971149	O14757	11.2
CHEMBL1971149	O14965	11.9
CHEMBL1971149	O15075	11.1
CHEMBL1971149	O15264	11.2
CHEMBL1971149	O15530	11.5
CHEMBL1971149	O43293	12
CHEMBL1971149	O43781	11.3
CHEMBL1971149	O60674	11.9
CHEMBL1971149	O75116	11.2
CHEMBL1971149	O75582	11.8
CHEMBL1971149	O95819	11.1
CHEMBL1971149	O96013	11.4
CHEMBL1971149	O96017	11.9
CHEMBL1971149	P04626	11.9
